file_name,cohort,period,data_type,wiki_path,file_url,pi,other_notes
Child_FFQ-DIIscore_08Y_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > B. Eating habits of your child,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=003002,,
Child_C10-11_GR1080_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,"Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > C. Language, school and leisure time",https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002977,,
Child_D_GR1080_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > D. Upbringing,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002976,,
Child_E_GR1080_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > E. Bullying and victimization,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002975,,
Child_F1_GR1080_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > F. Behavior,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002974,,
syntax GR1080-F1_ConnersRatingScale_31032014,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > F. Behavior,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=000540,,
Child_F2_GR1080_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > F. Behavior,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002973,,
Child_F3_GR1080_20251006,Generation R,Years 5-8 (Phase 3),Interviews & Questionnaires,Generation R > Years 5-8 (Phase 3) > Interviews & Questionnaires > GR1080 Questionnaire nutrition and behaviour > F. Behavior,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002972,,
MRI5respons_14082013,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001016,"Pauline Jansen, Manon Hillegers",
,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,,,
MRI5HANDEDNESS_21082013,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,,"Pauline Jansen, Manon Hillegers",
MRIDOGTASK_RUN2_22072014,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,,"Pauline Jansen, Manon Hillegers",
MRIDOGTASK_RUN1_28102013,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,,"Pauline Jansen, Manon Hillegers",
MRI5DONATING_08012014,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,,"Pauline Jansen, Manon Hillegers",
MRI4MEDICATIONUSE_03032014,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,,"Pauline Jansen, Manon Hillegers",
MRI5NormalSinus_16112020,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001145,"Pauline Jansen, Manon Hillegers",
MRINEPSYincldomains_03042015,Generation R,Years 5-8 (Phase 3),MRI,Generation R > Years 5-8 (Phase 3) > MRI > Brain 5-8 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=000678,"Pauline Jansen, Manon Hillegers",
Child_Allergy_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Allergy Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002313,Liesbeth Duijts,
Child_MedicationADHD_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002288,"Pauline Jansen, Manon Hillegers",
Child_ASD_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002312,"Pauline Jansen, Manon Hillegers",
Child_BackwardBalancing_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002290,"Pauline Jansen, Manon Hillegers",
Child_CCT_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002311,"Pauline Jansen, Manon Hillegers",
Child_CyberBall_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002291,"Pauline Jansen, Manon Hillegers",
Child_EyeTracking_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002292,"Pauline Jansen, Manon Hillegers",
Child_FingerTapping_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002293,"Pauline Jansen, Manon Hillegers",
Child_MentalHealthCare_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002310,"Pauline Jansen, Manon Hillegers",
Father_ChildInteraction_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002307,"Pauline Jansen, Manon Hillegers",
Mother_TraumaInterview_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002309,"Pauline Jansen, Manon Hillegers",
Parent_ChildInteraction_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002306,"Pauline Jansen, Manon Hillegers",
Parent_RMET_Visit09Y_20250917,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002308,"Pauline Jansen, Manon Hillegers",
Child_CITO_11Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001887,"Pauline Jansen, Manon Hillegers",
Child_SleepActigraphy_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001886,"Pauline Jansen, Annemarie Luik",
Child_SleepDiary_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001882,"Pauline Jansen, Annemarie Luik",
Child_SleepDiaryRoutines_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002701,"Pauline Jansen, Annemarie Luik",
Child_SleepMovement_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001885,"Pauline Jansen, Annemarie Luik",
Child_SleepSDSC_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001878,"Pauline Jansen, Annemarie Luik",
Child_SleepTimeAwakeSeason_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002702,"Pauline Jansen, Annemarie Luik",
Child_SleepTimeDiary_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001883,"Pauline Jansen, Annemarie Luik",
Child_SleepWatchRemoved_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001884,"Pauline Jansen, Annemarie Luik",
Parent_SleepDiaryNightShift_9-13Y_20250801,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Behaviour 9-12 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001881,"Pauline Jansen, Annemarie Luik",
Child_ChoroidOCT_09-17Y_20251023,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Eyes Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=003009,Caroline Klaver,
QC_Child_ChoroidOCT_9-13Y_20250327,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Eyes Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001658,Caroline Klaver,
Child_EyeMeasurements_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Eyes Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002338,Caroline Klaver,
Child_OCT_Visit09Y_20250714,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Eyes Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002656,Caroline Klaver,
Child_Hearing_Visit09Y_20250613,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Hearing Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002660,Marc van der Schroeff,
Child_LungFunction_Visit09Y_20250716,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Lungs Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002657,Liesbeth Duijts,
Child_AutomatedBoneAge_Visit09Y_20250714,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002663,Fernando Rivadeneira,
Child_BloodPressure_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002322,Vincent Jaddoe,
Child_BoneHealthIndex_Visit09Y_20250714,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002662,Fernando Rivadeneira,
Child_Diabetes_Visit09Y_20250717,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002661,Vincent Jaddoe,
Child_DXAFemur_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002321,"Vincent Jaddoe, Fernando Rivadeneira",
Child_DXAHand_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002320,"Vincent Jaddoe, Fernando Rivadeneira",
Child_DXASpine_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002319,"Vincent Jaddoe, Fernando Rivadeneira",
Child_DXATotalBody_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002318,"Vincent Jaddoe, Fernando Rivadeneira",
Child_Growth_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002314,Vincent Jaddoe,
Child_IMT_Visit09Y_20250716,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002659,Vincent Jaddoe,
Child_Obesity_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002299,Vincent Jaddoe,
Child_TrabecularBoneScore_Visit09Y_20250714,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002653,Fernando Rivadeneira,
Child_USHeart_Visit09Y_20250910,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002316,Vincent Jaddoe,
Mother_Anthropometry_Visit09Y_20250717,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002666,Eric Steegers,
Mother_BloodPressure_Visit09Y_20250604,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002665,Eric Steegers,
Mother_DXATotalBody_Visit09Y_20250604,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002664,"Vincent Jaddoe, Fernando Rivadeneira",
Mother_IMT_Visit09Y_20250604,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002668,Eric Steegers,
Mother_PregnancyComplications_0-9Y_20250717,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Mother and Child Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002700,Eric Steegers,
Child_IOTNGrade_Visit09Y_20250613,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Teeth & jaw development Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002658,Eppo Wolvius,
Child_OPGDentalDevelopmentScoring_Visit09Y_20250613,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Teeth & jaw development Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002655,Eppo Wolvius,
Child_OPGScoring_Visit09Y_20250613,Generation R,Years 9-12 (Phase 3),Hands on measurements and ultrasounds,Generation R > Years 9-12 (Phase 3) > Hands on measurements and ultrasounds > Teeth & jaw development Focus@9,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002654,Eppo Wolvius,
Child_CBCL_Quest09Y_20250805,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > Child behaviour combined 9 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002809,,
Child_ELSScore_0-10Y_20250805,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > Child behaviour combined 9 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001902,"Pauline Jansen, Manon Hilligers",
Child_ELSScore_0-10Y_Additional_info,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > Child behaviour combined 9 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=001903,"Pauline Jansen, Manon Hilligers",
Parent_AQ_Quest09Y_20250805,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > Parents behaviour combined 0-10 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002808,"Pauline Jansen, Manon Hilligers",
Parent_BSI_Quest09Y_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > Parents behaviour combined 0-10 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002785,"Pauline Jansen, Manon Hilligers",
Parent_Lifestyle_Quest09Y_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > Parents lifestyle combined 9 years,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002810,,
Family_General_GR1081_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > A. General,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002799,,
Mother_B_GR1081_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > B. Mother’s health,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002805,,
Family_E_GR1081_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > E. Home and family,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002803,,
Child_F_GR1081_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > F. Asthma and allergies,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002802,,
Child_G02_GR1081_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > G. Behaviour,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002806,,
Child_H_GR1081_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > H. Eating and exercise,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002801,,
Child_I_GR1081_20251212,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > I. TV and computers,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=003026,,
QC_Child_I14_GR1081_20251212,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1081 The development of my 9/10-year old child - part I > I. TV and computers,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=003027,,
Family_General_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > A. General,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002798,,
Child_B01-06_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,"Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > B. Parent, family and living environment",https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002797,,
Child_C_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,"Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > C. School, hearing and language",https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002796,,
Child_D04-16_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > D. Eating and exercise,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002795,,
Child_E_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > E. Behaviour,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002794,,
Child_F_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > F. Health,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002793,,
Child_G_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > G. Teeth,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=002792,,
Family_H_GR1082_20251010,Generation R,Years 9-12 (Phase 3),Interviews & Questionnaires,Generation R > Years 9-12 (Phase 3) > Interviews & Questionnaires > GR1082 The development of my 9/10-year old child - part II > H. Eyes,https://p-epi-wiki.erasmusmc.nl/wiki/data/shop.php?wiki=genrwiki&item=003010,,
